644278,夏夜与钱子贞坐西斋以欲觉闻晨钟令人发深省之句为韵各赋诗以叙会别之意 其二
439386,元光间予在上龙潭每春秋二仲月往往与元雷游历嵩少诸蓝禅师汴公方事参访每相遇辄挥毫赋诗以道閒适之乐今犹梦寐见之儿子渭近以公故抵任城禅师附寄诗以叙畴昔未几驻锡东庵因造谒间出示裕之数诗醉笔纵横亦略道嵩游旧事感叹之馀漫赋长句二首
1206909,满江红 次白君举州倅所寄韵君举三十年前友屡示佳制读之令人起敬比以簿书倥偬不遑酬答闻改除天台恐因得簪盍于惠泉之侧用以叙怀
1005390,去春帅初尝约为榆林游欲烹羊酿酒为小孟尝既而仆归凤栖后帅初亦往西浙遂不果今帅初已归当践前言但同游之客达善已下世矣因黄甘便作诗以叙其怀
888309,知府毛公显谟以诗宠还书轴谨次严韵以叙拳拳服膺之万一
703797,夏夜与钱子贞坐西斋以欲觉闻晨钟令人发深省之句为韵各赋诗以叙会别之意
1078447,致享张丈脩撰墓下追惟平生不胜怆然辄成两章以叙怀感之意 其一
1217003,宗人鸣善将还武昌诗以叙别
438674,元光间予在上龙潭每春秋二仲月往往与元雷游历嵩少诸蓝禅师汴公方事参访每相遇辄挥毫赋诗以道閒适之乐今犹梦寐见之儿子渭近以公故抵任城禅师附寄诗以叙畴昔未几驻锡东庵因造谒间出示裕之数诗醉笔纵横亦略道嵩游旧事感叹之馀漫赋长句二首 其一
1070139,陈君学正草堂成提点大夫梅十五丈有诗且蒙借示见邀同作谨次原韵因以叙怀
1070053,虞君明谟和刘氏园居诗再用前韵作因以叙出处之意
1242269,风入松 其一 南金寓携李，予客海隅，寄此以叙闲阔
520382,予既宿华阴之行台明日有事于西岳灯下勉成三律以叙洁祭之诚谅金天主者有知其必鉴予至意也诗似相祀群僚尚希一和 其三 散斋
521870,宣城徐士元浮沈州县二十年始有南台之选其阅历多矣将能为国家建久远之策而不诡于玉石朱紫之辨乎故诗以叙别而不及其他
337586,德庄别后以诗见寄再游钱塘始见之次韵奉答且以叙将别之意
577665,五月五日至济宁河下王舜耕王庭学来访因赋七言近体二首以叙别 其二
1075640,德庄别后以诗见寄再游钱塘始见之次韵奉答且以叙将别之意
694152,五月五日至济宁河下王舜耕王庭学来访因赋七言近体二首以叙别
749756,刘希陶丈放舟水月洞饯别梁君少亭临流惘然若在歧路赋此自广亦以叙离
1246861,九月十日命次儿文凤携琴谒张仲贤知县是晚宿澄塘兰若同吴德渊文凤联句以叙阳关别意云
894514,谷城主簿王崇者少得养生禅寂之道中年弃官入汉阴武当之间邈与世绝又有吴人山者自远携母与王同隐时余方贫病慨然慕之因为诗代书以寄二子且托王寻耕钓之地相与迩者并以叙怀云
436126,蒲城董公余素不识其何如人也一日袖横轴所谓龙窝图者同仲坚来过而以诗见谒余雅不能文诗尤非所长者加之老病日久纵不避拙恶亦安能为他人摧肝肾耶渠请益坚余重违封意且念其勤姑因所见以叙之云耳
991910,永叔内翰见索谢公游嵩书感叹希深师鲁子聪几道皆为异物独公与余二人在因作五言以叙之
644280,夏夜与钱子贞坐西斋以欲觉闻晨钟令人发深省之句为韵各赋诗以叙会别之意 其四
236362,郑粹德兴平江官满有诗见寄次韵以叙老怀惜别
872744,郑倅德兴平江官满有诗见寄次韵以叙老怀惜别之意
1218691,赠六合县宣差伯士宁因兵乱于滁泗之间独县境肃然作诗以叙其实
209688,知府毛公显谟以诗宠还书轴谨次严韵以叙拳拳
1077407,畴老修撰见示七峰吟因成七言十韵律诗以叙别
1252495,风入松 南金寓携李，予客海隅，寄此以叙闲阔
1078448,致享张丈脩撰墓下追惟平生不胜怆然辄成两章以叙怀感之意 其二
1243815,与客话湖山佳胜予足不至者四十年因赋此以叙旧事
644277,夏夜与钱子贞坐西斋以欲觉闻晨钟令人发深省之句为韵各赋诗以叙会别之意 其一
520381,予既宿华阴之行台明日有事于西岳灯下勉成三律以叙洁祭之诚谅金天主者有知其必鉴予至意也诗似相祀群僚尚希一和 其二 入庙
438675,元光间予在上龙潭每春秋二仲月往往与元雷游历嵩少诸蓝禅师汴公方事参访每相遇辄挥毫赋诗以道閒适之乐今犹梦寐见之儿子渭近以公故抵任城禅师附寄诗以叙畴昔未几驻锡东庵因造谒间出示裕之数诗醉笔纵横亦略道嵩游旧事感叹之馀漫赋长句二首 其二
973786,文叔兄以泉州丈之亡自萍乡奔赴归途以书约相见会蕃留邑中得以合并时复闻袁州先生之讣哀伤之馀诗以叙别
973074,闻子耕司户兄非一日昨见墨帖于中州又诵五言长篇于刘子澄许今兹乃遂识面辄题鄙句以叙区区
520380,予既宿华阴之行台明日有事于西岳灯下勉成三律以叙洁祭之诚谅金天主者有知其必鉴予至意也诗似相祀群僚尚希一和 其一 致斋
688168,予既宿华阴之行台明日有事于西岳灯下勉成三律以叙洁祭之诚谅金天主者有知其必鉴予至意也诗似相祀群僚尚希一和 致斋
1114082,致享张丈脩撰墓下追惟平生不胜怆然辄成两章以叙怀感之意
577664,五月五日至济宁河下王舜耕王庭学来访因赋七言近体二首以叙别 其一
885950,方舍舟九江适会仆射相公道过二林得非所期相顾叹息辄为长句用志胜游且以叙别
1005126,十五日月明悽然无况因忆方泳道挽拙斋诗有人哭台明界天昏水石村之句故用其语以叙伤感
574941,尹舜弼访我二泉书院诗以叙别
333685,致享张丈脩撰墓下追惟平生不胜怆然辄成两章以叙怀感之意
1046955,予嘉祐中尝迎先妣来主临潼元祐丁卯□月赴守遂宁复过是邑凡山林宫寺之胜皆当日奉板舆盍朋簪岁时游息之处到今二十八年矣因成短诗以叙感慨
644279,夏夜与钱子贞坐西斋以欲觉闻晨钟令人发深省之句为韵各赋诗以叙会别之意 其三
