34163,赠罗隐·平日时风好涕流
1054744,读罗隐孟郊集
1174788,钱塘别罗隐
626620,入罗隐溪过蕉林趋鼎湖山口
604213,有以罗隐弄钱图来乞书者戏笔应之
940420,罗隐题诗石
21492,使两浙赠罗隐
1186548,与罗隐互谑
1053042,罗隐宅
1044646,罗隐宅
618492,庚戌舟中读罗隐嘲云英诗我未成名君未嫁可能俱是不如人代云英答亦以自嘲
54029,罗隐南王章甫小集斋中说旧事偶成
699462,罗隐南王章甫小集斋中说旧事偶成
31986,钱塘别罗隐
573047,罗隐南王章甫小集斋中说旧事偶成 其四
978121,题罗隐故居
353701,罗隐宅·废宅百年后
1180481,怀钱唐罗隐章鲁封
1021974,读罗隐诗集
1154948,悼罗隐
37076,悼罗隐·一着谗书未快心
33852,赠罗隐·人皆言子屈
636736,罗隐溪
471597,罗隐南王章甫小集斋中说旧事偶成 其三
1181588,与罗隐之联句
1037339,罗隐题诗石
471596,罗隐南王章甫小集斋中说旧事偶成 其二
1160535,赠罗隐
353713,罗隐宅·吟魂散何处
1218995,寄题西江罗隐君本心斋
491780,过丹塘访云从罗隐君不遇
204515,读罗隐诗集·非非是是正人伦
339282,过梅根怀江东罗隐徵君
37335,怀钱唐罗隐章鲁封
232561,题罗隐故居
1179784,赠罗隐
471595,罗隐南王章甫小集斋中说旧事偶成 其一
1136763,和罗隐诗再题多景楼
224647,和罗隐诗再题多景楼
