108792,送范德孺知庆州
1210395,题范德机编修东坊藁后
650890,题一碧轩次范德章韵
1057148,代范德孺挽李稷运使四首 其二
667858,过范德和书屋因出所作见示留赠
1057149,代范德孺挽李稷运使四首 其三
1057147,代范德孺挽李稷运使四首 其一
72688,送范德煇赴缙云教谕兼简高则诚
347604,代范德孺挽李稷运使
1111084,代范德孺挽李稷运使四首
922580,送范德孺
995698,范德孺须笔裒诸工佳者共成十枝分送
1223970,赋范德机诗后
997064,送范德孺知庆州
860764,风蓬蓬一首赠范德承
1057031,送范德孺使辽
1226928,雨中次范德机见寄杂兴韵
1224169,送范德机
996128,呈马粹老范德孺
345215,又和会月波楼与范德镇赓唱之什
58225,次韵范德原与倪元镇城南倡酬之作
102672,送范德孺·渐觉东风料峭寒
1057150,代范德孺挽李稷运使四首 其四
1207651,次韵范德原与倪元镇城南倡酬之作
114498,范德孺须笔裒诸工佳者共成十枝分送
1231204,梁溪春暮寄范德原
115100,呈马粹老范德孺
1224585,闻临江范德机以母丧哀毁而卒
653729,范德章金台对雨诗卷
1049332,又和会月波楼与范德镇赓唱之什
1240315,送范德煇赴缙云教谕兼简高则诚
