446153,辛卯初冬与杨兄启宇、王兄邦建游昆山千墩镇，谒顾亭林先生墓，感成四律 其二
751728,读顾亭林先生书感而作
742625,顾亭林访陈顾侍郎野王遗迹 其一
440585,南海泛舟至讯洲岛次顾亭林《海上四首》韵 其三
742626,顾亭林访陈顾侍郎野王遗迹 其二
1230631,追和唐询华亭十咏 其一 顾亭林
983465,用左康叔知府韵题龟溪左顾亭
179266,再至左顾亭用前韵
1125553,再至左顾亭用前韵二首
983694,用刘汀洲左顾亭韵
983469,用洪叔炳题左顾亭韵
153342,留题左顾亭·亭际高枞满百围
902792,题左顾亭
732140,顾亭林从大同来暂过东昌 其一
440583,南海泛舟至讯洲岛次顾亭林《海上四首》韵 其一
699204,顾亭之斋中看菊书赠二首
667185,顾亭之斋中看菊书赠二首 其一
402297,四步前韵，专论清诗，因韵脚关系，诗人时代前后，不复诠次 顾亭林 吴梅村  其四 龚定庵
736665,读顾亭林先生遗书一百韵
276926,三月二十三日集永定门外十里庄范文正顾亭林祠
363408,左顾亭·溪面寒无风
1027014,次唐彦猷顾亭林韵
966670,留题左顾亭二首 其一
446155,辛卯初冬与杨兄启宇、王兄邦建游昆山千墩镇，谒顾亭林先生墓，感成四律 其四
885816,华亭百咏 其一 顾亭林
815053,慈仁寺谒顾亭林先生祠
750966,慈仁寺谒顾亭林先生祠 其一
302271,五月二十八日为顾亭林先生生日是日适读先生诗
546843,徐惟得冲漠斋又题八绝 其七 四顾亭
818038,五月二十八日为顾亭林先生生日是日适读先生诗
815290,华麓访顾亭林先生读书故址
816645,顾亭林从大同来暂过东昌
992348,依韵和唐彦猷华亭十咏 其一 顾亭林
746070,昆山过顾亭林先生故里
810900,顾亭林访陈顾侍郎野王遗迹
745441,华麓访顾亭林先生读书故址 其二
749921,题顾亭林先生诗集后
1126536,依韵和唐彦猷华亭十咏 顾亭林
976296,华亭十咏 其一 顾亭林
1069713,次唐彦猷顾亭林韵
983477,再至左顾亭用前韵二首 其二
446154,辛卯初冬与杨兄启宇、王兄邦建游昆山千墩镇，谒顾亭林先生墓，感成四律 其三
733476,顾亭林卜居华山
167725,顾亭林·旦暮潮流急
179197,用左康叔知府韵题龟溪左顾亭
1042806,顾亭林
1082318,顾亭林
744165,梦谒顾亭林先生墓得句云芒鞋踏遍七州土竹杖横挑四岳云九州历其七五岳登其四先生语也醒时记忆遂足成之
799922,柬顾亭林先生
745440,华麓访顾亭林先生读书故址 其一
153201,留题左顾亭·余不亭下檥归舟
743434,题顾亭林先生遗像
141336,题左顾亭·物我何曾有异同
363459,龟溪左顾亭
446152,辛卯初冬与杨兄启宇、王兄邦建游昆山千墩镇，谒顾亭林先生墓，感成四律 其一
1072243,龟溪左顾亭二首 其一
894829,次唐彦猷顾亭林韵
715784,哭顾亭林处士
179086,用刘汀洲左顾亭韵
983478,再至左顾亭用前韵二首 其一
1072244,龟溪左顾亭二首 其二
667186,顾亭之斋中看菊书赠二首 其二
466923,南海泛舟至讯洲岛次顾亭林《海上四首》韵
732141,顾亭林从大同来暂过东昌 其二
1108119,龟溪左顾亭二首
1123166,留题左顾亭二首
736359,题顾亭林遗集和汪安公编修
440586,南海泛舟至讯洲岛次顾亭林《海上四首》韵 其四
1111306,华亭百咏 顾亭林
750967,慈仁寺谒顾亭林先生祠 其二
466486,辛卯初冬与杨兄启宇、王兄邦建游昆山千墩镇，谒顾亭林先生墓，感成四律
1235294,追和唐询华亭十咏 顾亭林
443158,浣溪沙 过昆山千灯，顾亭林故里也
748744,章丘怀顾亭林先生
966671,留题左顾亭二首 其二
251484,南海泛舟至讯洲岛次顾亭林《海上四首》韵
135728,顾亭林·平林標大道
1124628,华亭十咏 顾亭林
440584,南海泛舟至讯洲岛次顾亭林《海上四首》韵 其二
105088,顾亭林·乡林空林木
